Epoch,Eval_Loss,F1_Macro,F1_Weighted,Accuracy
1.0,0.6581315398216248,0.5467734627154918,0.6907059501799169,0.691358024691358
2.0,0.6989662647247314,0.6015940366817559,0.7103593361942939,0.7111111111111111
3.0,0.7110271453857422,0.5510195088593001,0.6891067873066133,0.7234567901234568
4.0,0.6310319304466248,0.5787355627993078,0.6932554108295587,0.6888888888888889
5.0,0.6349083185195923,0.5886337307592109,0.6921186336465892,0.6839506172839506
